"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","CBD_COMMUTERS","CBD_DEPENDENCY_RATE","PT_SHARE","WFH_SHARE","MIXED_SHARE","TOTAL_COMMUTERS","HAS_BASELINE_2016","CBD_GROWTH_RATE_16_21","BUS_CANDIDATE_SCORE"
2021,117031330,"Erskineville - Alexandria",8326,0.6486949746786131671211530970003895597974,0.0662328033610676332482082543866875360409,0.6778976851470467089546091111294175797018,0.001565203064502842079248702529038635801961,12139,1,0.2369633041152874758579705838656960332789,0.6665128519425895818344164250357638050576
2021,111031234,"Waratah - North Lambton",59,0.009716732542819499341238471673254281949934,0.0204269414795730585204269414795730585204,0.2519322782480677217519322782480677217519,0.002944423997055576002944423997055576002944,5434,1,1.68181818181818181818181818181818181818,0.6102139569976529658944921217826637754065
2021,106011107,"Branxton - Greta - Pokolbin",57,0.009235255994815294880103694102397926117952,0.00255801205919970765576466289055362689567,0.2004385163530056641695596564955234788964,0.000730860588342773615932760825872464827334,5473,1,1.59090909090909090909090909090909090909,0.6004378599941365008353174091042417545035
2021,103041078,"Orange - North",58,0.005350059957568489991698182824462687943917,0.004301916308173640985529917872506843957763,0.1175205318732890105592491200625733281189,0.002150958154086820492764958936253421978882,10228,1,1.52173913043478260869565217391304347826,0.5947369375312300636057579711992466550069
2021,111031227,"Mayfield - Warabrook",73,0.009964509964509964509964509964509964509965,0.0183767228177641653905053598774885145482,0.2886676875957120980091883614088820826953,0.001990811638591117917304747320061255742726,6530,1,1.60714285714285714285714285714285714286,0.5925926255051940785554819196920417510623
2021,117031331,"Glebe - Forest Lodge",7273,0.6651120256058527663465935070873342478281,0.0686602400157387369663584497344088136927,0.6306315168207751327955931536494196340744,0.002459177650993507771001377139484556364352,10166,1,0.0739810986414648552864737152982870643828,0.5876584199124188026941125182674511310772
2021,114011277,"North Nowra - Bomaderry",75,0.0117132594096517257535530220209276901452,0.003011544252969717249456248954324912163293,0.1206290781328425631587753053371256483186,0.001338464112430985444202777313033294294797,5977,1,1.41935483870967741935483870967741935484,0.574942768279595842654423467062603599806
2021,117031333,"Potts Point - Woolloomooloo",7603,0.7154417991907405664816034628775759856968,0.0894101481990381784277161644911178722151,0.6137991952105211502600844047502208263814,0.002748061635096672882520365099617234272254,10189,1,-0.1085707585883456442724821198264743815219,0.5645641388665325532758911839468235441133
2021,106031121,"Nelson Bay Peninsula",86,0.0110710607621009268795056642636457260556,0.007397544015386891552004734428169847610593,0.2442669033880751590471963308181683681018,0.001331557922769640479360852197070572569907,6759,1,1.32432432432432432432432432432432432432,0.5432234573547957288365225512365061746405
2021,117031645,"Sydney (South) - Haymarket",6737,0.6540141733812251237743908358411804679157,0.2562692476902771667399912010558732952046,0.3815442146942366915970083589969203695557,0.007039155301363836339639243290805103387593,9092,0,0,0.5349564660455974684911459435821340641621
2021,117031336,"Surry Hills",6584,0.6836257917142560481777593188661613539612,0.0976172175249807840122982321291314373559,0.6319314812781376962775886680575381574613,0.00164708466015153178873394092456352256506,9107,1,-0.0260355029585798816568047337278106508876,0.5285513693522266993723744049296307174685
2021,114011282,"Ulladulla",65,0.011158798283261802575107296137339055794,0.000530973451327433628318584070796460176991,0.1454867256637168141592920353982300884956,0.000884955752212389380530973451327433628319,5650,1,1.03125,0.4948063763368401361339571743488251962611
2021,117031647,"Waterloo",5553,0.6418169209431345353675450762829403606103,0.0915283626455288580629180084220956155561,0.5865741887540252662868466683180579638345,0.004706465196928412187267773098835769135497,8074,0,0,0.4902863204286604017331635292116264690933
2021,117031640,"Newtown (NSW)",5575,0.6206167204720026717132361126572414560837,0.0790324512034486887797868518740270626272,0.6235181415399353370853789965273619925757,0.002873907316489043228355885522691893186445,8351,0,0,0.4899647817489281598821212457406776135673
2021,111031228,"Merewether - The Junction",106,0.0141730177831260863751838481080358336676,0.008835223089383006920924753350022088057723,0.3316153732881755264320424090708290384332,0.001767044617876601384184950670004417611545,6791,1,1.07843137254901960784313725490196078431,0.4860268784085150111531133963151287217997
2021,114011272,"Berry - Kangaroo Valley",110,0.0322108345534407027818448023426061493411,0.002688172043010752688172043010752688172043,0.284348864994026284348864994026284348865,0.000896057347670250896057347670250896057348,3348,1,1.03703703703703703703703703703703703704,0.48380914272660299486487176815956464628
2021,117021327,"Petersham - Stanmore",5377,0.4729943701618578465869106263194933145672,0.0777830864787386526516961299569995222169,0.6155757286192068800764452938365981844243,0.003535594839942666029622551361681796464405,10465,1,-0.0410201533797039415016943106830747280185,0.4733586631759675723757374036586035279717
2021,125041589,"Wentworthville - Westmead",2206,0.2334391534391534391534391534391534391534,0.1040998625744388456252863032524049473202,0.5012597343105817682088868529546495648191,0.009848831882730187814933577645442052221713,8732,1,0.6724791508718726307808946171341925701289,0.4705160309285920625997013532612907247794
2021,118011340,"Bondi Beach - North Bondi",5227,0.4557105492589363557105492589363557105493,0.0564369073668854850474106491611962071481,0.6452407002188183807439824945295404814004,0.002917578409919766593727206418672501823487,10968,1,-0.0380934854619065145380934854619065145381,0.4679785921983433312693629548576147811737
2021,117011635,"Mascot",4908,0.4182716891085733765126981421510141469235,0.1567542213883677298311444652908067542214,0.4298311444652908067542213883677298311445,0.008818011257035647279549718574108818011257,10660,0,0,0.4623393389184358408006926019850564181282
2021,111031222,"Adamstown - Kotara",82,0.009956289460903351141330743079164643030597,0.00932017543859649122807017543859649122807,0.3174342105263157894736842105263157894737,0.000959429824561403508771929824561403508772,7296,1,0.9523809523809523809523809523809523809524,0.4609041440490187756202902162925931210443
2021,118021651,"Coogee - Clovelly",4765,0.4248773963441818992420864913062862238074,0.0521755334016584365974098574489890990403,0.5983415634025901425510109009596571322091,0.003260970837603652287338116090561818690021,10733,0,0,0.4589782849399412226260460178589880608025
2021,117031641,"Pyrmont",4810,0.6990263043162331056532480744077895654701,0.0672953964194373401534526854219948849105,0.6035805626598465473145780051150895140665,0.001438618925831202046035805626598465473146,6256,0,0,0.457410079693659832417233047434683698125
2021,107031136,"Albion Park - Macquarie Pass",187,0.0202227749540391478317292094733427057424,0.004167177350165461453609510969481554112024,0.222698860154430690035543571516117171222,0.002818972913347223924500551538178698369898,8159,1,0.8514851485148514851485148514851485148515,0.4564595113459655384065219738881884519009
2021,111031225,"Lambton - New Lambton",109,0.0129101030439417268743337676181452090489,0.0118477103301384451544195953141640042599,0.2989882854100106496272630457933972310969,0.002129925452609158679446219382321618743344,7512,1,0.9122807017543859649122807017543859649123,0.4556373705043387567304393496005760333933
2021,111011214,"Warners Bay - Boolaroo",57,0.008608971454463072043497961033076574535569,0.006180056789711040587940537831969266744613,0.2689159846333723066644396191748789042926,0.001336228495072657424419575747452814431268,5987,1,0.9,0.4547444228288523765620611011583629371364
2021,111031224,"Hamilton - Broadmeadow",86,0.0142266335814722911497105045492142266336,0.0234837278106508875739644970414201183432,0.3198964497041420118343195266272189349112,0.001109467455621301775147928994082840236686,5408,1,0.9111111111111111111111111111111111111111,0.449778414274778767840354344170009647938
2021,117031329,"Darlinghurst",4781,0.7194883370955605718585402558314522197141,0.0831878075885061120812827432925861247817,0.6116843943483092554373710112716304175266,0.000635021431973329099857120177806000952532,6299,1,-0.0119859475098160777020045463938830336846,0.4495504390007365598491779893693698472355
2021,118011339,"Bondi - Tamarama - Bronte",4577,0.4507583218436084301753003742367539885759,0.0550921635258984656575018020801153331274,0.6257851920502522912161466378333848213366,0.003604160230666254762640304808979507774688,9711,1,0.007040704070407040704070407040704070407041,0.4480611076893740505904824247062518017351
2021,111011212,"Swansea - Caves Beach",95,0.0200803212851405622489959839357429718876,0.00671607225567392311255210745715609078277,0.2811486799444187123668364983788791106994,0.0006947660954145437702640111162575266327,4318,1,0.862745098039215686274509803921568627451,0.4477244301061821851121529790124526813796
2021,107041548,"Wollongong - East",461,0.0577043434722743772687445237201151583427,0.0349582172701949860724233983286908077994,0.3537604456824512534818941504178272980501,0.005013927576601671309192200557103064066852,7180,1,0.8293650793650793650793650793650793650794,0.4461542103994080117469814609425600802749
2021,117031642,"Redfern",4719,0.637616538305634373733279286582894203486,0.1022611232676878191101385849744711889132,0.6078774617067833698030634573304157549234,0.005689277899343544857768052516411378555799,6855,0,0,0.4460404630911087971857247506908924492504
2021,117031648,"Zetland",4637,0.6172790202342917997870074547390841320554,0.1013513513513513513513513513513513513514,0.5875503162737205290396779758481886141461,0.005462909718228867165037377803335250143761,6956,0,0,0.4442930284688478707726283891181341363033
2021,120031396,"Homebush",3049,0.2874516828509474875082492693504289620062,0.1588794707463303700640893115567500516849,0.4154434566880297705189166838949762249328,0.0120942733099028323340913789538970436221,9674,1,0.3222029488291413703382480485689505637467,0.4388106804735609402983237545014140963638
2021,111031233,"Wallsend - Elermore Vale",61,0.006771758436944937833037300177619893428064,0.0149048096192384769539078156312625250501,0.2275801603206412825651302605210420841683,0.001628256513026052104208416833667334669339,7984,1,0.7941176470588235294117647058823529411765,0.4361779560165957949160532988940676849028
2021,120031394,"Dulwich Hill - Lewisham",4073,0.4205038199463142680156927524261821185216,0.0735178751540961560013448391796481004147,0.6064104000896559453098733609772498038776,0.004819007060405693152527176958422055362546,8923,1,0.0735371639430680021085925144965735371639,0.4355209135065147919999498433970295764907
2021,126021501,"North Ryde - East Ryde",1934,0.256023298914482393433942282234577707175,0.0491591203104786545924967658473479948254,0.5775477935891907431364093718556849216616,0.005030904125341382779933879545781227540607,6957,1,0.5472,0.4352702511039382617030714497494319364991
2021,122011419,"Manly - Fairlight",4426,0.363621426224120933289516924088070982583,0.0488328184002746309646412633024373498112,0.6457260556127703398558187435633367662204,0.003175420528664606934431857191898386543083,11652,1,-0.017317939609236234458259325044404973357,0.4351499037943233333734613522330024703989
2021,118011345,"Paddington - Moore Park",4596,0.5354771059070255155540020971688220901783,0.0542012127211978715505506744214824897909,0.6548694468506372973641876005444870684321,0.002722435342160623685187476797426061131048,8081,1,-0.0492345883326437732726520479933802234175,0.4349004446676897927618625178480624087541
2021,111021219,"Toronto - Awaba",57,0.0108488770460601446516939474685953559193,0.0112050739957716701902748414376321353066,0.2391120507399577167019027484143763213531,0.003171247357293868921775898520084566596195,4730,1,0.78125,0.4331533146632038307875835597905437969345
2021,118011341,"Bondi Junction - Waverly",4068,0.4533600802407221664994984954864593781344,0.0925555686228389980007056333058920381042,0.5934376102552040456309537810184640715042,0.004939433141244266729389627190403387039868,8503,1,0.0699631772751183587585481325618095739085,0.4320676876846856449219933960225451062619
2021,117031643,"Rosebery - Beaconsfield",4128,0.57807029827755216356252625682677496149,0.0678901820352133691435392420173082661892,0.5472993136377200835571471202626081766637,0.004327066547299313637720083557147120262608,6702,0,0,0.430443259181777367843774141656475066008
2021,120021675,"Leichhardt",4008,0.4324557617608977125593439792835563228312,0.0422175829273950359545349106935745766643,0.6244490837392716307121317559730920900023,0.002783576896311760612386917188587334725122,8622,0,0,0.4219433797636143884558564633606871193484
2021,114021286,"Mittagong",231,0.0490550010617965597791463155659375663623,0.007410636442894507410636442894507410636443,0.2391020052310374891020052310374891020052,0.002179598953792502179598953792502179598954,4588,1,0.673913043478260869565217391304347826087,0.4207060068134587905534725833362827466026
2021,107031138,"Kiama",99,0.0307453416149068322981366459627329192547,0.008116883116883116883116883116883116883117,0.3165584415584415584415584415584415584416,0.003571428571428571428571428571428571428571,3080,1,0.7368421052631578947368421052631578947368,0.4192025285737436640757879237214736664779
2021,121031408,"Lindfield - Roseville",3610,0.3194973006460748738826444818125497831667,0.0477517294388931591083781706379707916987,0.6333589546502690238278247501921598770177,0.004900076863950807071483474250576479631053,10408,1,0.0896468457591306972532447932387564141262,0.418965756191637160851249357867627417944
2021,114021287,"Moss Vale - Berrima",128,0.0289134854303139823808448159024169866727,0.0101663585951940850277264325323475046211,0.190850277264325323475046210720887245841,0.0006931608133086876155268022181146025878,4328,1,0.6623376623376623376623376623376623376623,0.4175679605854962386825028537535913712717
2021,111011213,"Valentine - Eleebana",74,0.0128182920491945262428546682833881863849,0.001927525057825751734772552043176561295297,0.3209329221279876638396299151888974556669,0.001542020046260601387818041634541249036237,5188,1,0.7209302325581395348837209302325581395349,0.4154165798049815709226819929665627223689
2021,126021500,"Macquarie Park - Marsfield",2656,0.2261580381471389645776566757493188010899,0.0869727859347236509866267651734779762461,0.5536332179930795847750865051903114186851,0.008136163845506406060039278032357617132704,10693,1,0.2837119381343644272595456742387626872885,0.412398413278834061019879443435479193569
2021,121041414,"Crows Nest - Waverton",4114,0.3880399924542539143557819279381248820977,0.0607050901168548227371756783521489403842,0.6771637948108536343830461477520301049713,0.004654387007328183798772034066151713210537,10098,1,-0.030859835100117785630153121319199057715,0.4120820025932598993983013999198185160444
2021,121041417,"North Sydney - Lavender Bay",3127,0.4292381606039807824296499656829100892244,0.0766580534022394487510766580534022394488,0.6771461383864484639678438128050531151306,0.002440424921045076083835773758254378409417,6966,1,0.2129557796741660201706749418153607447634,0.4100171747245636879624897872700034440133
2021,117011323,"Pagewood - Hillsdale - Daceyville",1827,0.2790164935858277336591325595601710445938,0.0626537641463014597342955551910775791373,0.3523044120059045432179760537969493193374,0.005576513039199606363785468263080203378711,6097,1,0.3191335740072202166064981949458483754513,0.404396412527110663406052456666363788623
2021,128021538,"Sutherland - Kirrawee",2719,0.2340132541526809536104656166623633703417,0.0563684111798912024010504595760645282311,0.4471956480960420183830425811292440442694,0.006190208216094541361845807540799099606078,10662,1,0.1395641240569991617770326906957250628667,0.4031655503049382542139127044884361591819
2021,121041413,"Cremorne - Cammeray",3924,0.3868296529968454258675078864353312302839,0.0473008248929727472068497441787616163726,0.6580348752218857679857993108489088441057,0.002401587135846298423305836900908426438342,9577,1,-0.0528602461984069514844315713251267197683,0.4029223527213785807568515838354335809402
2021,115011290,"Baulkham Hills - East",2178,0.1924878479893946089262041537781705700398,0.0417027833959356640662621592988538957912,0.5351054608494654724068188384859867090436,0.005104497736684965809496292015795049600308,10383,1,0.2804232804232804232804232804232804232804,0.3993800828443710597226147425781063509395
2021,118021569,"Randwick - North",3621,0.4140178367253601646466956322890464212211,0.0636297020029311187103077674645823155838,0.5759648265754763067904250122129946262824,0.002320468978993649242794333170493404982902,8188,1,-0.0364555614688664183076104310803618946248,0.3965795973014570358736014067273807812042
2021,121011401,"St Leonards - Naremburn",2804,0.3966614797000990239072004526807186306408,0.0707525912573231185218566922036953582695,0.674327775274147513895147964548595463422,0.003004356316659155775875018777226979119724,6657,1,0.2149046793760831889081455805892547660312,0.396408621007849442978277876806436719406
2021,124011449,"Blackheath - Megalong Valley",174,0.0795610425240054869684499314128943758573,0.0181268882175226586102719033232628398792,0.4360523665659617321248741188318227593152,0,1986,1,0.6730769230769230769230769230769230769231,0.3957441265487693776612194003788637277588
2021,122031429,"Freshwater - Brookvale",2863,0.2453719574905725059993143640726774082962,0.0324481102148101151092178011420284600743,0.5302274993202211547176651862594036073597,0.003444212816097163056285688389377322577721,11033,1,0.0865275142314990512333965844402277039848,0.3956825917878040813087578597191421446373
2021,120021387,"Balmain",3694,0.460943349139006738208135762415772398303,0.0440651052004763795156808257244938467646,0.6796347757046447002778880508138150059547,0.000926293502712716686515813153367738520577,7557,1,-0.0258438818565400843881856540084388185654,0.3956155263597558989633803762758385936616
2021,102021056,"Warnervale - Wadalba",297,0.0343829590182912711275758277379022921973,0.0111373165618448637316561844863731656184,0.2573375262054507337526205450733752620545,0.006682389937106918238993710691823899371069,7632,1,0.5309278350515463917525773195876288659794,0.3931611464006759456718462853548560326293
2021,124031464,"Penrith",753,0.0963285147754893181527440194447997953179,0.0559121380687491085437170161175295963486,0.3326201683069462273570104122093852517473,0.008272714306090429325345885037797746398517,7011,1,0.5029940119760479041916167664670658682635,0.3931574641159405977746479436655037284458
2021,121021403,"Asquith - Mount Colah",1872,0.1708029197080291970802919708029197080292,0.0458815386136655789577771185602689607436,0.4901611786809057648571146049639078413923,0.009789380005932957579353307623850489469,10113,1,0.2830705962988348183687457162440027416038,0.3893357745953112488743311137037739299397
2021,120011386,"Five Dock - Abbotsford",3122,0.3094152626362735381565906838453914767096,0.0344017094017094017094017094017094017094,0.5394230769230769230769230769230769230769,0.00438034188034188034188034188034188034188,9360,1,-0.0163831127914303717706364209199747952111,0.3863267514877975561638054196723216765202
2021,125011710,"Wentworth Point - Sydney Olympic Park",3208,0.2823446576306988206301707445872205597606,0.0690821256038647342995169082125603864734,0.5545893719806763285024154589371980676329,0.008405797101449275362318840579710144927536,10350,0,0,0.3856848426615421570982464568820562094644
2021,121041416,"Neutral Bay - Kirribilli",3921,0.4086077532305127136306794497707378074198,0.0674512367876212269804947150484907921979,0.662307943772474664923177508989865969271,0.003160074098289201264029639315680505611856,9177,1,-0.1212460779919318691169878978036754818467,0.3847195189933174834657537156843437308934
2021,128021536,"Oyster Bay - Como - Jannali",2630,0.2490294479689423350061547201969510463024,0.0358582643751326119244642478251644387863,0.5288563547634203267557818799066412051772,0.006153193295141099087629959685974962868661,9426,1,0.0876757650951199338296112489660876757651,0.3844443730435303391160157936012657531673
2021,121031407,"Gordon - Killara",2955,0.2906176239181746656176239181746656176239,0.0529850746268656716417910447761194029851,0.6103411513859275053304904051172707889126,0.008422174840085287846481876332622601279318,9380,1,0.0640979474252790781418797263233705437523,0.3839956060427395837409034556145069083091
2021,117011321,"Botany",1897,0.287598544572468162522741055184960582171,0.0373647984267453294001966568338249754179,0.4062602425434283841363487381186496230744,0.006227466404457554900032776138970829236316,6102,1,0.1983575489576753000631711939355653821857,0.3833314723481620795971449110302110931539
2021,121011399,"Chatswood (West) - Lane Cove North",3312,0.2984859408795962509012256669069935111752,0.065668428263848111176355451164611469955,0.5941475826972010178117048346055979643766,0.003523194362889019377568995889606576629477,10218,1,-0.0195381882770870337477797513321492007105,0.383012259957829284983914071761645412175
2021,117031644,"Sydney (North) - Millers Point",3351,0.7283199304499021951749619647902629863073,0.0951834862385321100917431192660550458716,0.606651376146788990825688073394495412844,0.002752293577981651376146788990825688073394,4360,0,0,0.3815630654058139970513501422536235557015
2021,120011385,"Drummoyne - Rodd Point",3108,0.3377159621862436162121047484515918722156,0.0342489772063120981881940385739333722969,0.5765049678550555230859146697837521917008,0.002220923436586791350087668030391583869082,8555,1,-0.0275344180225281602002503128911138923655,0.3795303140622289377478156262647796364164
2021,111011208,"Charlestown - Dudley",95,0.008095440988495952279505752023860247123988,0.009596199524940617577197149643705463182898,0.2711638954869358669833729216152019002375,0.001710213776722090261282660332541567695962,10525,1,0.5079365079365079365079365079365079365079,0.3772867098456663354533575339761267938635
2021,114021284,"Bowral",301,0.0613159502953758402933387655326950499083,0.008182962652119177507343684431389005455308,0.355224506924045321023919429290809903483,0.001468736886277801091061686949223667645825,4766,1,0.4975124378109452736318407960199004975124,0.376951043466374246717561282001391380809
2021,107011132,"Horsley - Kembla Grange",193,0.0327562797012898845892735913102511880516,0.008140855736463460810299129117758424839076,0.265619083680424081787201817493373722075,0.001703900037864445285876561908368042408179,5282,1,0.4732824427480916030534351145038167938931,0.3759089585384299818775242175191915286161
2021,128011530,"Miranda - Yowie Bay",1776,0.1868883510470377775439334946858886667368,0.0347149657494485080691977243701381632416,0.4002089864158829676071055381400208986416,0.004760246139556484384070590967142691280622,8613,1,0.1824234354194407456724367509986684420772,0.3753199042205622921121084230273468922494
2021,126021498,"Gladesville - Huntleys Point",2260,0.2890395191200920833866223302212559150787,0.0377384572850428531932540779651645009677,0.547553220901299419408349460879181642245,0.002211777716339507879458114459496820569533,7234,1,0.1437246963562753036437246963562753036437,0.3752386499766536937486390510107912714496
2021,107031141,"Shellharbour - Flinders",235,0.0262306060944301819399486549838151579417,0.006425601612700012599218848431397253370291,0.2880181428751417412120448532191004157742,0.002519843769686279450674058208391079753055,7937,1,0.46875,0.3752049849098402259857390643365506486328
2021,118011649,"Bellevue Hill",2996,0.4204912280701754385964912280701754385965,0.0435939116299689670459583271760011822078,0.6058814836707551352150140387173045662775,0.003694399290675336190335451455593320526082,6767,0,0,0.3749971717390008690135866925092988287503
2021,125021477,"Ermington - Rydalmere",1769,0.1664158043273753527751646284101599247413,0.0357370772176132737715379706445437141034,0.4556477345245692405871091257179323548181,0.009572431397574984045947670708359923420549,9402,1,0.207508532423208191126279863481228668942,0.3747335491021884744634812842314049700235
2021,117031638,"Camperdown - Darlington",3124,0.6408205128205128205128205128205128205128,0.079507278835386338185890257558790593505,0.6008958566629339305711086226203807390817,0.004255319148936170212765957446808510638298,4465,0,0,0.3745185644666298503937664472843605172103
2021,106011109,"Cessnock Surrounds",62,0.0164456233421750663129973474801061007958,0.00257216347527865104315518719634181194627,0.2374964275507287796513289511288939697056,0,3499,1,0.4761904761904761904761904761904761904762,0.3739526409746108768587789909347964746517
2021,117021637,"Marrickville - South",3069,0.4217976910390324354040681693238042880704,0.0964108725033788857185763628172398257997,0.5532362216549031386094008109325724583271,0.005406217149722180507583721279471392100916,6659,0,0,0.3733765737876963504426920167897622260796
2021,111021218,"Morisset - Cooranbong",98,0.0147080894491970583821101605883235779679,0.008074935400516795865633074935400516795866,0.238372093023255813953488372093023255814,0.002583979328165374677002583979328165374677,6192,1,0.4626865671641791044776119402985074626866,0.3720516581492094855343580518158999704537
2021,123021437,"Campbelltown - Woodbine",1084,0.1224997174822013786868572720081365126003,0.0547407019381875327396542692509167103195,0.3094552121529596647459402828706128863279,0.0100838135149292823467784180199057097957,7636,1,0.3028846153846153846153846153846153846154,0.3717694713145529140713336540604295264541
2021,116021563,"Quakers Hill",1635,0.1375336473755047106325706594885598923284,0.0589903573454339194554736245036868973341,0.4511249763660427301947438079031953110229,0.009831726224238986575912270750614482889015,10578,1,0.2452399086062452399086062452399086062452,0.3716697084664229178334755347365742964418
2021,107041549,"Wollongong - West",423,0.0549065420560747663551401869158878504673,0.0370097316425833087584783249778826304925,0.3267472721910940725449719846652904747862,0.00471837216160424653494544382188145089944,6782,1,0.4536082474226804123711340206185567010309,0.3714386964103368325486243293868157709551
2021,122011418,"Balgowlah - Clontarf - Seaforth",2928,0.2989280245022970903522205206738131699847,0.0307386112339672711189739053516143299425,0.6271561256081379920389208314904909332154,0.002100840336134453781512605042016806722689,9044,1,-0.0101419878296146044624746450304259634888,0.3699861393132180296455265174829242067813
2021,120021389,"Lilyfield - Rozelle",3217,0.4405039025058195262221005066411063946323,0.0386756519191327278054497509522414298271,0.6612950483445648989159097568121886903018,0.001025490770583064752417228244945795487841,6826,1,-0.0560446009389671361502347417840375586854,0.3695809994360551082652498562827842654464
2021,125041489,"North Parramatta",2072,0.1923148320029701132355671059959160943011,0.0685953792680433449192394193416479247598,0.5250460028624003271314659578818237579227,0.007156000817828664894704559394806787977919,9782,1,0.1766042021578648495173197047132311186826,0.3693563627400697097619980483810317085448
2021,114021289,"Southern Highlands",115,0.0399444251476207016325112886418895449809,0.003816793893129770992366412213740458015267,0.3053435114503816793893129770992366412214,0,2882,1,0.4743589743589743589743589743589743589744,0.3690989468265837883315003638903938343017
2021,126021503,"West Ryde - Meadowbank",2716,0.2691507283718164701218907937766326429492,0.09582048282463043709454429437413591407,0.5164309263001169839412953312772519408699,0.008295224928214399659683079868127193448899,9403,1,0.040613026819923371647509578544061302682,0.3686277635477679201230755982076053918345
2021,120011383,"Concord - Mortlake - Cabarita",2526,0.2324468574583601730008281954541271740131,0.0343351910828025477707006369426751592357,0.5032842356687898089171974522292993630573,0.004677547770700636942675159235668789808917,10048,1,0.0189592577652279144816458249294070189593,0.3684189367638272491065431979208514385691
2021,121021579,"Wahroonga (West) - Waitara",1484,0.2787901559271087732481683261318805185046,0.0909274193548387096774193548387096774194,0.5673387096774193548387096774193548387097,0.0106854838709677419354838709677419354839,4960,1,0.3429864253393665158371040723981900452489,0.3660412179869065685700073486942630080811
2021,115011291,"Baulkham Hills (West) - Bella Vista",1660,0.1592173412622290427776712065988873968924,0.0355639730639730639730639730639730639731,0.5147306397306397306397306397306397306397,0.005366161616161616161616161616161616161616,9504,1,0.2214863870493009565857247976453274466519,0.3659982151441572818477209573162090847853
2021,101051540,"Goulburn Surrounds",54,0.009738503155996393146979260595130748422002,0.002777295608401319215413990626627321645548,0.2051727130706474570387085575420933865648,0.00052074292657524735289012324249262280854,5761,1,0.4210526315789473684210526315789473684211,0.3657841531487147200760049287191875745841
2021,102021050,"Lake Munmorah - Mannering Park",57,0.0157068062827225130890052356020942408377,0.006161429451632778804682686383240911891559,0.2097966728280961182994454713493530499076,0.000924214417744916820702402957486136783734,3246,1,0.425,0.3656188780692628736948403689516645257808
2021,117021636,"Marrickville - North",2791,0.4337218337218337218337218337218337218337,0.0611972652993163248290812072703018175755,0.5892946473236618309154577288644322161081,0.004669001167250291812572953143238285809571,5997,0,0,0.3633839780006906327693432752087469789824
